Code,Type,Classification,Description
S06368D,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, w/LOC of any duration with death due to other cause prior to regaining consciousness, subsequent encounter"
S06368S,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, w/LOC of any duration with death due to other cause prior to regaining consciousness, sequelae"
S06369,ICD10,,"traumatic hemorrhage of cerebrum, unspecified, w/ LOC of unspecified duration"
S06369A,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, w/ LOC of unspecified duration, initial encounter"
S06369D,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, w/ LOC of unspecified duration, subsequent encounter"
S06369S,ICD10,mod_sev,"traumatic hemorrhage of cerebrum, unspecified, w/ LOC of unspecified duration, sequelae"
S0637,ICD10,,"contusion, laceration, and hemorrhage of cerebellum"
S06370,ICD10,,"contusion, laceration, and hemorrhage of cerebellum w/o LOC"
S06370A,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/o LOC, initial encounter"
S06370D,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/o LOC, subsequent encounter"
S06370S,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/o LOC, sequelae"
S06371,ICD10,,"contusion, laceration, and hemorrhage of cerebellum w/LOC of 30 mins or less"
S06371A,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/LOC of 30 mins or less, initial encounter"
S06371D,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/LOC of 30 mins or less, subsequent encounter"
S06371S,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/LOC of 30 mins or less, sequelae"
S06372,ICD10,,"contusion, laceration, and hemorrhage of cerebellum w/LOC of 31 to 59 mins"
S06372A,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/LOC of 31 to 59 mins, initial encounter"
S06372D,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/LOC of 31 to 59 mins, subsequent encounter"
S06372S,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/LOC of 31 to 59 mins, sequelae"
S06373,ICD10,,"contusion, laceration, and hemorrhage of cerebellum w/LOC of 1 hr to 5 hrs 59 mins"
S06373A,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/LOC of 1 hr to 5 hrs 59 mins, initial encounter"
S06373D,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/LOC of 1 hr to 5 hrs 59 mins, subsequent encounter"
S06373S,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/LOC of 1 hr to 5 hrs 59 mins, sequelae"
S06374,ICD10,,"contusion, laceration, and hemorrhage of cerebellum w/LOC of 6-24 hrs"
S06374A,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/LOC of 6-24 hrs, initial encounter"
S06374D,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/LOC of 6-24 hrs, subsequent encounter"
S06374S,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/LOC of 6-24 hrs, sequelae"
S06375,ICD10,,"contusion, laceration, and hemorrhage of cerebellum w/LOC > 24hrs with return to pre-existing conscious level"
S06375A,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/LOC > 24hrs with return to pre-existing conscious level, initial encounter"
S06375D,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/LOC > 24hrs with return to pre-existing conscious level, subsequent encounter"
S06375S,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/LOC > 24hrs with return to pre-existing conscious level, sequelae"
S06376,ICD10,,"contusion, laceration, and hemorrhage of cerebellum w/LOC <24 hrs w/o return to pre-existing conscious level with patient surviving"
S06376A,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/LOC <24 hrs w/o return to pre-existing conscious level with patient surviving, initial encounter"
S06376D,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/LOC <24 hrs w/o return to pre-existing conscious level with patient surviving, subsequent encounter"
S06376S,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/LOC <24 hrs w/o return to pre-existing conscious level with patient surviving, sequelae"
S06377,ICD10,,"contusion, laceration, and hemorrhage of cerebellum w/LOC of any duration w/death due to brain injury prior to regaining consciousness"
S06377A,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/LOC of any duration w/death due to brain injury prior to regaining consciousness, initial encounter"
S06377D,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/LOC of any duration w/death due to brain injury prior to regaining consciousness, subsequent encounter"
S06377S,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/LOC of any duration w/death due to brain injury prior to regaining consciousness, sequelae"
S06378,ICD10,,"contusion, laceration, and hemorrhage of cerebellum w/LOC of any duration w/ death due to other cause prior to regaining consciousness"
S06378A,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/LOC of any duration w/ death due to other cause prior to regaining consciousness, initial encounter"
S06378D,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/LOC of any duration w/ death due to other cause prior to regaining consciousness, subsequent encounter"
S06378S,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/LOC of any duration w/ death due to other cause prior to regaining consciousness, sequelae"
S06379,ICD10,,"contusion, laceration, and hemorrhage of cerebellum w/LOC of unspecified duration"
S06379A,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/LOC of unspecified duration, initial encounter"
S06379D,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/LOC of unspecified duration, subsequent encounter"
S06379S,ICD10,mod_sev,"contusion, laceration, and hemorrhage of cerebellum w/LOC of unspecified duration, sequelae"
S0638,ICD10,,"contusion, laceration, and hemorrhage of brainstem"
S06380,ICD10,,"contusion, laceration, and hemorrhage of brainstem w/o LOC"
S06380A,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem w/o LOC, initial encounter"
S06380D,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem w/o LOC, subsequent encounter"
S06380S,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem w/o LOC, sequelae"
S06381,ICD10,,"contusion, laceration, and hemorrhage of brainstem w/LOC of 30 minutes or less"
S06381A,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem w/LOC of 30 minutes or less, initial encounter"
S06381D,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem w/LOC of 30 minutes or less, subsequent encounter"
S06381S,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem w/LOC of 30 minutes or less, sequelae"
S06382,ICD10,,"contusion, laceration, and hemorrhage of brainstem w/LOC of 31 to 59 mins"
S06382A,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem w/LOC of 31 to 59 mins, initial encounter"
S06382D,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem w/LOC of 31 to 59 mins, subsequent encounter"
S06382S,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem w/LOC of 31 to 59 mins, sequelae"
S06383,ICD10,,"contusion, laceration, and hemorrhage of brainstem w/LOC of 1 hr to 5 hrs 59 mins"
S06383A,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem w/LOC of 1 hr to 5 hrs 59 mins, initial encounter"
S06383D,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem w/LOC of 1 hr to 5 hrs 59 mins, subsequent encounter"
S06383S,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem w/LOC of 1 hr to 5 hrs 59 mins, sequelae"
S06384,ICD10,,"contusion, laceration, and hemorrhage of brainstem w/LOC of 6-24 hrs"
S06384A,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem w/LOC of 6-24 hrs, initial encounter"
S06384D,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem w/LOC of 6-24 hrs, subsequent encounter"
S06384S,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem w/LOC of 6-24 hrs, sequelae"
S06385,ICD10,,"contusion, laceration, and hemorrhage of brainstem w/LOC > 24hrs with return to pre-existing conscious level"
S06385A,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem w/LOC > 24hrs with return to pre-existing conscious level, initial encounter"
S06385D,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem w/LOC > 24hrs with return to pre-existing conscious level, subsequent encounter"
S06385S,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem w/LOC > 24hrs with return to pre-existing conscious level, sequelae"
S06386,ICD10,,"contusion, laceration, and hemorrhage of brainstem w/LOC > 24 hrs w/o return to pre-existing conscious level with patient surviving"
S06386A,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem w/LOC > 24 hrs w/o return to pre-existing conscious level with patient surviving, initial encounter"
S06386D,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem w/LOC > 24 hrs w/o return to pre-existing conscious level with patient surviving, subsequent encounter"
S06386S,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem w/LOC > 24 hrs w/o return to pre-existing conscious level with patient surviving, sequelae"
S06387,ICD10,,"contusion, laceration, and hemorrhage of brainstem w/LOC of any duration w/ death due to brain injury prior to regaining consciousness"
S06387A,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem w/LOC of any duration w/ death due to brain injury prior to regaining consciousness, initial encounter"
S06387D,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem w/LOC of any duration w/ death due to brain injury prior to regaining consciousness, subsequent encounter"
S06387S,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem w/LOC of any duration w/ death due to brain injury prior to regaining consciousness, sequelae"
S06388,ICD10,,"contusion, laceration, and hemorrhage of brainstem with loss of consciousness of any duration w/death due to other cause prior to regaining consciousness"
S06388A,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem with loss of consciousness of any duration w/death due to other cause prior to regaining consciousness, initial encounter"
S06388D,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem with loss of consciousness of any duration w/death due to other cause prior to regaining consciousness, subsequent encounter"
S06388S,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem with loss of consciousness of any duration w/death due to other cause prior to regaining consciousness, sequelae"
S06389,ICD10,,"contusion, laceration, and hemorrhage of brainstem w/LOC of unspecified duration"
S06389A,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem w/LOC of unspecified duration, initial encounter"
S06389D,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem w/LOC of unspecified duration, subsequent encounter"
S06389S,ICD10,mod_sev,"contusion, laceration, and hemorrhage of brainstem w/LOC of unspecified duration, sequelae"
S064X,ICD10,,epidural hemorrhage
S064X0,ICD10,,epidural hemorrhage w/o LOC
S064X0A,ICD10,mod_sev,"epidural hemorrhage w/o LOC, initial encounter"
S064X0D,ICD10,mod_sev,"epidural hemorrhage w/o LOC, subsequent encounter"
S064X0S,ICD10,mod_sev,"epidural hemorrhage w/o LOC, sequelae"
S064X1,ICD10,,epidural hemorrhage w/LOC of 30 mins or less
S064X1A,ICD10,mod_sev,"epidural hemorrhage w/LOC of 30 mins or less, initial encounter"
S064X1D,ICD10,mod_sev,"epidural hemorrhage w/LOC of 30 mins or less, subsequent encounter"
S064X1S,ICD10,mod_sev,"epidural hemorrhage w/LOC of 30 mins or less, sequelae"
S064X2,ICD10,,epidural hemorrhage w/LOC of 31-59 minutes
S064X2A,ICD10,mod_sev,"epidural hemorrhage w/LOC of 31-59 minutes, initial encounter"
S064X2D,ICD10,mod_sev,"epidural hemorrhage w/LOC of 31-59 minutes, subsequent encounter"
S064X2S,ICD10,mod_sev,"epidural hemorrhage w/LOC of 31-59 minutes, sequelae"
S064X3,ICD10,,epidural hemorrhage w/LOC of 1 hr to 5 hrs 59 mins
S064X3A,ICD10,mod_sev,"epidural hemorrhage w/LOC of 1 hr to 5 hrs 59 mins, initial encounter"
S064X3D,ICD10,mod_sev,"epidural hemorrhage w/LOC of 1 hr to 5 hrs 59 mins, subsequent encounter"
S064X3S,ICD10,mod_sev,"epidural hemorrhage w/LOC of 1 hr to 5 hrs 59 mins, sequelae"
S064X4,ICD10,,epidural hemorrhage w/LOC of 6-24 hrs
S064X4A,ICD10,mod_sev,"epidural hemorrhage w/LOC of 6-24 hrs, initial encounter"
S064X4D,ICD10,mod_sev,"epidural hemorrhage w/LOC of 6-24 hrs, subsequent encounter"
S064X4S,ICD10,mod_sev,"epidural hemorrhage w/LOC of 6-24 hrs, sequelae"
S064X5,ICD10,,epidural hemorrhage w/LOC >24 hrs with return to pre-existing conscious level
S064X5A,ICD10,mod_sev,"epidural hemorrhage w/LOC >24 hrs with return to pre-existing conscious level, initial encounter"
S064X5D,ICD10,mod_sev,"epidural hemorrhage w/LOC >24 hrs with return to pre-existing conscious level, subsequent encounter"
S064X5S,ICD10,mod_sev,"epidural hemorrhage w/LOC >24 hrs with return to pre-existing conscious level, sequelae"
S064X6,ICD10,,epidural hemorrhage w/LOC >24 hrs w/o return to pre-existing conscious level with patient surviving
S064X6A,ICD10,mod_sev,"epidural hemorrhage w/LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, initial encounter"
S064X6D,ICD10,mod_sev,"epidural hemorrhage w/LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, subsequent encounter"
S064X6S,ICD10,mod_sev,"epidural hemorrhage w/LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, sequelae"
S064X7,ICD10,,epidural hemorrhage w/LOC of any duration with death due to brain injury prior to regaining consciousness
S064X7A,ICD10,mod_sev,"epidural hemorrhage w/LOC of any duration with death due to brain injury prior to regaining consciousness, initial encounter"
S064X7D,ICD10,mod_sev,"epidural hemorrhage w/LOC of any duration with death due to brain injury prior to regaining consciousness, subsequent encounter"
S064X7S,ICD10,mod_sev,"epidural hemorrhage w/LOC of any duration with death due to brain injury prior to regaining consciousness, sequelae"
S064X8,ICD10,,epidural hemorrhage w/LOC of any duration with death due to other causes prior to regaining consciousness
S064X8A,ICD10,mod_sev,"epidural hemorrhage w/LOC of any duration with death due to other causes prior to regaining consciousness, initial encounter"
S064X8D,ICD10,mod_sev,"epidural hemorrhage w/LOC of any duration with death due to other causes prior to regaining consciousness, subsequent encounter"
S064X8S,ICD10,mod_sev,"epidural hemorrhage w/LOC of any duration with death due to other causes prior to regaining consciousness, sequelae"
S064X9,ICD10,,epidural hemorrhage w/LOC of unspecified duration
S064X9A,ICD10,mod_sev,"epidural hemorrhage w/LOC of unspecified duration, initial encounter"
S064X9D,ICD10,mod_sev,"epidural hemorrhage w/LOC of unspecified duration, subsequent encounter"
S064X9S,ICD10,mod_sev,"epidural hemorrhage w/LOC of unspecified duration, sequelae"
S065X,ICD10,,traumatic subdural hemorrhage
S065X0,ICD10,,traumatic subdural hemorrhage w/o LOC
S065X0A,ICD10,mod_sev,"traumatic subdural hemorrhage w/o LOC, initial encounter"
S065X0D,ICD10,mod_sev,"traumatic subdural hemorrhage w/o LOC, subsequent encounter"
S065X0S,ICD10,mod_sev,"traumatic subdural hemorrhage w/o LOC, sequelae"
S065X1,ICD10,,traumatic subdural hemorrhage w/LOC of 30 mins or less
S065X1A,ICD10,mod_sev,"traumatic subdural hemorrhage w/LOC of 30 mins or less, initial encounter"
S065X1D,ICD10,mod_sev,"traumatic subdural hemorrhage w/LOC of 30 mins or less, subsequent encounter"
S065X1S,ICD10,mod_sev,"traumatic subdural hemorrhage w/LOC of 30 mins or less, sequelae"
S065X2,ICD10,,traumatic subdural hemorrhage with LOC of 31-59 mins
S065X2A,ICD10,mod_sev,"traumatic subdural hemorrhage with LOC of 31-59 mins, initial encounter"
S065X2D,ICD10,mod_sev,"traumatic subdural hemorrhage with LOC of 31-59 mins, subsequent encounter"
S065X2S,ICD10,mod_sev,"traumatic subdural hemorrhage with LOC of 31-59 mins, sequelae"
S065X3,ICD10,,traumatic subdural hemorrhage w/LOC of 1 hr to 5 hrs 59 mins
S065X3A,ICD10,mod_sev,"traumatic subdural hemorrhage w/LOC of 1 hr to 5 hrs 59 mins, initial encounter"
S065X3D,ICD10,mod_sev,"traumatic subdural hemorrhage w/LOC of 1 hr to 5 hrs 59 mins, subsequent encounter"
S065X3S,ICD10,mod_sev,"traumatic subdural hemorrhage w/LOC of 1 hr to 5 hrs 59 mins, sequelae"
S065X4,ICD10,,traumatic subdural hemorrhage with LOC of 6-24 hrs
S065X4A,ICD10,mod_sev,"traumatic subdural hemorrhage with LOC of 6-24 hrs, initial encounter"
S065X4D,ICD10,mod_sev,"traumatic subdural hemorrhage with LOC of 6-24 hrs, subsequent encounter"
S065X4S,ICD10,mod_sev,"traumatic subdural hemorrhage with LOC of 6-24 hrs, sequelae"
S065X5,ICD10,,traumatic subdural hemorrhage w/LOC >24 hrs with return to pre-existing conscious level
S065X5A,ICD10,mod_sev,"traumatic subdural hemorrhage w/LOC >24 hrs with return to pre-existing conscious level, initial encounter"
S065X5D,ICD10,mod_sev,"traumatic subdural hemorrhage w/LOC >24 hrs with return to pre-existing conscious level, subsequent encounter"
S065X5S,ICD10,mod_sev,"traumatic subdural hemorrhage w/LOC >24 hrs with return to pre-existing conscious level, sequelae"
S065X6,ICD10,,traumatic subdural hemorrhage w/ LOC >24 hrs w/o return to pre-existing conscious level with patient surviving
S065X6A,ICD10,mod_sev,"traumatic subdural hemorrhage w/ LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, initial encounter"
S065X6D,ICD10,mod_sev,"traumatic subdural hemorrhage w/ LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, subsequent encounter"
S065X6S,ICD10,mod_sev,"traumatic subdural hemorrhage w/ LOC >24 hrs w/o return to pre-existing conscious level with patient surviving, sequelae"
S065X7,ICD10,,traumatic subdural hemorrhage w/LOC of any duration with death due to brain injury before regaining consciousness
S065X7A,ICD10,mod_sev,"traumatic subdural hemorrhage w/LOC of any duration with death due to brain injury before regaining consciousness, initial encounter"
S065X7D,ICD10,mod_sev,"traumatic subdural hemorrhage w/LOC of any duration with death due to brain injury before regaining consciousness, subsequent encounter"
S065X7S,ICD10,mod_sev,"traumatic subdural hemorrhage w/LOC of any duration with death due to brain injury before regaining consciousness, sequelae"
S065X8,ICD10,,traumatic subdural hemorrhage w/LOC of any duration with death due to other causes before regaining consciousness
S065X8A,ICD10,mod_sev,"traumatic subdural hemorrhage w/LOC of any duration with death due to other causes before regaining consciousness, initial encounter"
S065X8D,ICD10,mod_sev,"traumatic subdural hemorrhage w/LOC of any duration with death due to other causes before regaining consciousness, subsequent encounter"
S065X8S,ICD10,mod_sev,"traumatic subdural hemorrhage w/LOC of any duration with death due to other causes before regaining consciousness, sequelae"
S065X9,ICD10,,traumatic subdural hemorrhage w/LOC of unspecified duration
S065X9A,ICD10,mod_sev,"traumatic subdural hemorrhage w/LOC of unspecified duration, initial encounter"
S065X9D,ICD10,mod_sev,"traumatic subdural hemorrhage w/LOC of unspecified duration, subsequent encounter"
S065X9S,ICD10,mod_sev,"traumatic subdural hemorrhage w/LOC of unspecified duration, sequelae"
S066X,ICD10,,traumatic subarachnoid hemorrhage
S066X0,ICD10,,traumatic subarachnoid hemorrhage w/o LOC
S066X0A,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/o LOC, initial encounter"
S066X0D,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/o LOC, subsequent encounter"
S066X0S,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/o LOC, sequelae"
S066X1,ICD10,,traumatic subarachnoid hemorrhage w/LOC of 30 mins or less
S066X1A,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/LOC of 30 mins or less, initial encounter"
S066X1D,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/LOC of 30 mins or less, subsequent encounter"
S066X1S,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/LOC of 30 mins or less, sequelae"
S066X2,ICD10,,traumatic subarachnoid hemorrhage w/LOC of 31-59 mins
S066X2A,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/LOC of 31-59 mins, initial encounter"
S066X2D,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/LOC of 31-59 mins, subsequent encounter"
S066X2S,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/LOC of 31-59 mins, sequelae"
S066X3,ICD10,,traumatic subarachnoid hemorrhage w/ LOC of 1 hr to 5 hrs 59 mins
S066X3A,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/ LOC of 1 hr to 5 hrs 59 mins, initial encounter"
S066X3D,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/ LOC of 1 hr to 5 hrs 59 mins, subsequent encounter"
S066X3S,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/ LOC of 1 hr to 5 hrs 59 mins, sequelae"
S066X4,ICD10,,traumatic subarachnoid hemorrhage w/LOC of 6-24 hrs
S066X4A,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/LOC of 6-24 hrs, initial encounter"
S066X4D,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/LOC of 6-24 hrs, subsequent encounter"
S066X4S,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/LOC of 6-24 hrs, sequelae"
S066X5,ICD10,,traumatic subarachnoid hemorrhage w/LOC > 24hrs with return to pre-existing conscious level
S066X5A,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/LOC > 24hrs with return to pre-existing conscious level, initial encounter"
S066X5D,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/LOC > 24hrs with return to pre-existing conscious level, subsequent encounter"
S066X5S,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/LOC > 24hrs with return to pre-existing conscious level, sequelae"
S066X6,ICD10,,traumatic subarachnoid hemorrhage w/LOC > 24 hrs w/o return to pre-existing conscious level with patient surviving
S066X6A,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/LOC > 24 hrs w/o return to pre-existing conscious level with patient surviving, initial encounter"
S066X6D,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/LOC > 24 hrs w/o return to pre-existing conscious level with patient surviving, subsequent encounter"
S066X6S,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/LOC > 24 hrs w/o return to pre-existing conscious level with patient surviving, sequelae"
S066X7,ICD10,,traumatic subarachnoid hemorrhage w/LOC of any duration with death due to brain injury prior to regaining consciousness
S066X7A,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/LOC of any duration with death due to brain injury prior to regaining consciousness, initial encounter"
S066X7D,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/LOC of any duration with death due to brain injury prior to regaining consciousness, subsequent encounter"
S066X7S,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/LOC of any duration with death due to brain injury prior to regaining consciousness, sequelae"
S066X8,ICD10,,traumatic subarachnoid hemorrhage w/LOC of any duration with death due to other causes before regaining consciousness
S066X8A,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/LOC of any duration with death due to other causes before regaining consciousness, initial encounter"
S066X8D,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/LOC of any duration with death due to other causes before regaining consciousness, subsequent encounter"
S066X8S,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/LOC of any duration with death due to other causes before regaining consciousness, sequelae"
S066X9,ICD10,,traumatic subarachnoid hemorrhage w/LOC of unspecified duration
S066X9A,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/LOC of unspecified duration, initial encounter"
S066X9D,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/LOC of unspecified duration, subsequent encounter"
S066X9S,ICD10,mod_sev,"traumatic subarachnoid hemorrhage w/LOC of unspecified duration, sequelae"
S06810A,ICD10,unclass,
S06810D,ICD10,unclass,
S06810S,ICD10,unclass,
S06811A,ICD10,unclass,
S06811D,ICD10,unclass,
S06811S,ICD10,unclass,
S06812A,ICD10,mod_sev,
S06812D,ICD10,mod_sev,
S06812S,ICD10,mod_sev,
S06813A,ICD10,mod_sev,
S06813D,ICD10,mod_sev,
S06813S,ICD10,mod_sev,
S06814A,ICD10,mod_sev,
S06814D,ICD10,mod_sev,
S06814S,ICD10,mod_sev,
S06815A,ICD10,mod_sev,
S06815D,ICD10,mod_sev,
S06815S,ICD10,mod_sev,
S06816A,ICD10,mod_sev,
S06816D,ICD10,mod_sev,
S06816S,ICD10,mod_sev,
S06817A,ICD10,mod_sev,
S06817D,ICD10,mod_sev,
S06817S,ICD10,mod_sev,
S06818A,ICD10,unclass,
S06818D,ICD10,unclass,
S06818S,ICD10,unclass,
S06819A,ICD10,unclass,
S06819D,ICD10,unclass,
S06819S,ICD10,unclass,
S06820A,ICD10,unclass,
S06820D,ICD10,unclass,
S06820S,ICD10,unclass,
S06821A,ICD10,unclass,
S06821D,ICD10,unclass,
S06821S,ICD10,unclass,
S06822A,ICD10,mod_sev,
S06822D,ICD10,mod_sev,
S06822S,ICD10,mod_sev,
S06823A,ICD10,mod_sev,
S06823D,ICD10,mod_sev,
S06823S,ICD10,mod_sev,
S06824A,ICD10,mod_sev,
S06824D,ICD10,mod_sev,
S06824S,ICD10,mod_sev,
S06825A,ICD10,mod_sev,
S06825D,ICD10,mod_sev,
S06825S,ICD10,mod_sev,
S06826A,ICD10,mod_sev,
S06826D,ICD10,mod_sev,
S06826S,ICD10,mod_sev,
S06827A,ICD10,mod_sev,
S06827D,ICD10,mod_sev,
S06827S,ICD10,mod_sev,
S06828A,ICD10,unclass,
S06828D,ICD10,unclass,
S06828S,ICD10,unclass,
S06829A,ICD10,unclass,
S06829D,ICD10,unclass,
S06829S,ICD10,unclass,
S0689,ICD10,,other specified intracranial injury
S06890,ICD10,,other specified intracranial injury w/o LOC
S06890A,ICD10,unclass,"other specified intracranial injury w/o LOC, initial encounter"
S06890D,ICD10,unclass,"other specified intracranial injury w/o LOC, subsequent encounter"
S06890S,ICD10,unclass,"other specified intracranial injury w/o LOC, sequelae"
S06891,ICD10,,other specified intracranial injury w/LOC of 30 mins or less
S06891A,ICD10,unclass,"other specified intracranial injury w/LOC of 30 mins or less, initial encounter"
S06891D,ICD10,unclass,"other specified intracranial injury w/LOC of 30 mins or less, subsequent encounter"
S06891S,ICD10,unclass,"other specified intracranial injury w/LOC of 30 mins or less, sequelae"
S06892,ICD10,,other specified intracranial injury w/LOC of 31-59 mins
S06892A,ICD10,mod_sev,"other specified intracranial injury w/LOC of 31-59 mins, initial encounter"
S06892D,ICD10,mod_sev,"other specified intracranial injury w/LOC of 31-59 mins, subsequent encounter"
S06892S,ICD10,mod_sev,"other specified intracranial injury w/LOC of 31-59 mins, sequelae"
S06893,ICD10,,other specified intracranial injury w/LOC of 1 hr to 5 hrs 59 mins
S06893A,ICD10,mod_sev,"other specified intracranial injury w/LOC of 1 hr to 5 hrs 59 mins, initial encounter"
S06893D,ICD10,mod_sev,"other specified intracranial injury w/LOC of 1 hr to 5 hrs 59 mins, subsequent encounter"
S06893S,ICD10,mod_sev,"other specified intracranial injury w/LOC of 1 hr to 5 hrs 59 mins, sequelae"
S06894,ICD10,,other specified intracranial injury w/LOC of 6 -24 hrs
S06894A,ICD10,mod_sev,"other specified intracranial injury w/LOC of 6 -24 hrs, initial encounter"
S06894D,ICD10,mod_sev,"other specified intracranial injury w/LOC of 6 -24 hrs, subsequent encounter"
S06894S,ICD10,mod_sev,"other specified intracranial injury w/LOC of 6 -24 hrs, sequelae"
S06895,ICD10,,other specified intracranial injury w/LOC > 24 hrs with return to pre-existing conscious level
S06895A,ICD10,mod_sev,"other specified intracranial injury w/LOC > 24 hrs with return to pre-existing conscious level, initial encounter"
